"product_name","product_url","product_price","product_time_ended","product_number_of_bids","product_duration","product_end_time","product_bidders","product_feedback_name","product_feedback_url"
"New ListingApple iPad Mini (5th Generation) 64GB, Wi-Fi, 7.9in - Space Gray","https://www.ebay.com/itm/Apple-iPad-Mini-5th-Generation-64GB-Wi-Fi-7-9in-Space-Gray/284208983824?epid=9030594179&hash=item422c2cef10%3Ag%3AV%7EoAAOSwww5gQuO7&LH_Auction=1&LH_ItemCondition=1000","$350.00","Mar-5 20:04","10 bids","7 days","5 Mar 2021 at 8:04:06pm PST","2","User ID
wildthang428 (
Feedback score
153)",""
"New ListingApple iPad Mini (5th Generation) 64GB, Wi-Fi, 7.9in - Space Gray","https://www.ebay.com/itm/Apple-iPad-Mini-5th-Generation-64GB-Wi-Fi-7-9in-Space-Gray/284208983824?epid=9030594179&hash=item422c2cef10%3Ag%3AV%7EoAAOSwww5gQuO7&LH_Auction=1&LH_ItemCondition=1000","$350.00","Mar-5 20:04","10 bids","7 days","5 Mar 2021 at 8:04:06pm PST","2","User ID
wildthang428 (
Feedback score
153
)",""
"New ListingApple iPad Mini (5th Generation) 64GB, Wi-Fi, 7.9in - Space Gray","https://www.ebay.com/itm/Apple-iPad-Mini-5th-Generation-64GB-Wi-Fi-7-9in-Space-Gray/284208983824?epid=9030594179&hash=item422c2cef10%3Ag%3AV%7EoAAOSwww5gQuO7&LH_Auction=1&LH_ItemCondition=1000","$350.00","Mar-5 20:04","10 bids","7 days","5 Mar 2021 at 8:04:06pm PST","2","User ID
wildthang428","https://www.ebay.com/usr/wildthang428"
"New ListingApple iPad Mini (5th Generation) 64GB, Wi-Fi, 7.9in - Space Gray","https://www.ebay.com/itm/Apple-iPad-Mini-5th-Generation-64GB-Wi-Fi-7-9in-Space-Gray/284208983824?epid=9030594179&hash=item422c2cef10%3Ag%3AV%7EoAAOSwww5gQuO7&LH_Auction=1&LH_ItemCondition=1000","$350.00","Mar-5 20:04","10 bids","7 days","5 Mar 2021 at 8:04:06pm PST","2","User ID","https://www.ebay.com/usr/wildthang428"
"New ListingApple iPad Mini (5th Generation) 64GB, Wi-Fi, 7.9in - Space Gray","https://www.ebay.com/itm/Apple-iPad-Mini-5th-Generation-64GB-Wi-Fi-7-9in-Space-Gray/284208983824?epid=9030594179&hash=item422c2cef10%3Ag%3AV%7EoAAOSwww5gQuO7&LH_Auction=1&LH_ItemCondition=1000","$350.00","Mar-5 20:04","10 bids","7 days","5 Mar 2021 at 8:04:06pm PST","2","Feedback score
153","http://feedback.ebay.com/ws/eBayISAPI.dll?ViewFeedback2&userid=wildthang428&ftab=AllFeedback&myworld=true&rt=nc&_trksid=p2545226.m2531.l4585"
"New ListingApple iPad Mini (5th Generation) 64GB, Wi-Fi, 7.9in - Space Gray","https://www.ebay.com/itm/Apple-iPad-Mini-5th-Generation-64GB-Wi-Fi-7-9in-Space-Gray/284208983824?epid=9030594179&hash=item422c2cef10%3Ag%3AV%7EoAAOSwww5gQuO7&LH_Auction=1&LH_ItemCondition=1000","$350.00","Mar-5 20:04","10 bids","7 days","5 Mar 2021 at 8:04:06pm PST","2","Feedback score","http://feedback.ebay.com/ws/eBayISAPI.dll?ViewFeedback2&userid=wildthang428&ftab=AllFeedback&myworld=true&rt=nc&_trksid=p2545226.m2531.l4585"
"New ListingApple iPad Mini (5th Generation) 64GB, Wi-Fi, 7.9in - Space Gray","https://www.ebay.com/itm/Apple-iPad-Mini-5th-Generation-64GB-Wi-Fi-7-9in-Space-Gray/284208983824?epid=9030594179&hash=item422c2cef10%3Ag%3AV%7EoAAOSwww5gQuO7&LH_Auction=1&LH_ItemCondition=1000","$350.00","Mar-5 20:04","10 bids","7 days","5 Mar 2021 at 8:04:06pm PST","2","100% positive feedback",""
"Apple iPad Mini (5th Generation) 64GB, Wi-Fi, 7.9in - Silver + Free Bonus!!!","https://www.ebay.com/itm/Apple-iPad-Mini-5th-Generation-64GB-Wi-Fi-7-9in-Silver-Free-Bonus/224366741442?hash=item343d4cc7c2%3Ag%3ASsQAAOSwne1f2NSh&LH_Auction=1&LH_ItemCondition=1000","$355.00","Mar-5 11:55","24 bids","","","","",""
"Apple iPad Mini (5th Generation) 64GB, Wi-Fi, 7.9in - Space Gray","https://www.ebay.com/itm/Apple-iPad-Mini-5th-Generation-64GB-Wi-Fi-7-9in-Space-Gray/284207393808?epid=9030594179&hash=item422c14ac10%3Ag%3AOJkAAOSwEelgQUNg&LH_Auction=1&LH_ItemCondition=1000","$345.00","Mar-4 14:04","6 bids","7 days","4 Mar 2021 at 2:04:47pm PST","2","",""
"Apple iPad Mini 5 (5th Gen) - 64GB - 256GB - Wi-Fi - Wi-Fi + Cellular","https://www.ebay.com/itm/Apple-iPad-Mini-5-5th-Gen-64GB-256GB-Wi-Fi-Wi-Fi-Cellular/143962723640?hash=item2184d8d538%3Ag%3AtiAAAOSwwkhgOrLc&LH_Auction=1&LH_ItemCondition=1000","$440.00","Mar-4 13:03","22 bids","","","","",""
"Apple iPad Mini (5th Generation) 64GB Gold Model A2133 BRAND NEW","https://www.ebay.com/itm/Apple-iPad-Mini-5th-Generation-64GB-Gold-Model-A2133-BRAND-NEW/373474107170?epid=13030600264&hash=item56f4ca9f22%3Ag%3AZ%7EsAAOSwfzJeNtQB&LH_Auction=1&LH_ItemCondition=1000","$610.00","Mar-3 20:00","43 bids","7 days","26 Feb 2021 at 11:22:03pm PST","9","User ID
probstein123 (
Feedback score
818770)",""
"Apple iPad Mini (5th Generation) 64GB Gold Model A2133 BRAND NEW","https://www.ebay.com/itm/Apple-iPad-Mini-5th-Generation-64GB-Gold-Model-A2133-BRAND-NEW/373474107170?epid=13030600264&hash=item56f4ca9f22%3Ag%3AZ%7EsAAOSwfzJeNtQB&LH_Auction=1&LH_ItemCondition=1000","$610.00","Mar-3 20:00","43 bids","7 days","26 Feb 2021 at 11:22:03pm PST","9","User ID
probstein123 (
Feedback score
818770
)",""
"Apple iPad Mini (5th Generation) 64GB Gold Model A2133 BRAND NEW","https://www.ebay.com/itm/Apple-iPad-Mini-5th-Generation-64GB-Gold-Model-A2133-BRAND-NEW/373474107170?epid=13030600264&hash=item56f4ca9f22%3Ag%3AZ%7EsAAOSwfzJeNtQB&LH_Auction=1&LH_ItemCondition=1000","$610.00","Mar-3 20:00","43 bids","7 days","26 Feb 2021 at 11:22:03pm PST","9","User ID
probstein123","https://www.ebay.com/usr/probstein123"
"Apple iPad Mini (5th Generation) 64GB Gold Model A2133 BRAND NEW","https://www.ebay.com/itm/Apple-iPad-Mini-5th-Generation-64GB-Gold-Model-A2133-BRAND-NEW/373474107170?epid=13030600264&hash=item56f4ca9f22%3Ag%3AZ%7EsAAOSwfzJeNtQB&LH_Auction=1&LH_ItemCondition=1000","$610.00","Mar-3 20:00","43 bids","7 days","26 Feb 2021 at 11:22:03pm PST","9","User ID","https://www.ebay.com/usr/probstein123"
"Apple iPad Mini (5th Generation) 64GB Gold Model A2133 BRAND NEW","https://www.ebay.com/itm/Apple-iPad-Mini-5th-Generation-64GB-Gold-Model-A2133-BRAND-NEW/373474107170?epid=13030600264&hash=item56f4ca9f22%3Ag%3AZ%7EsAAOSwfzJeNtQB&LH_Auction=1&LH_ItemCondition=1000","$610.00","Mar-3 20:00","43 bids","7 days","26 Feb 2021 at 11:22:03pm PST","9","Feedback score
818770","http://feedback.ebay.com/ws/eBayISAPI.dll?ViewFeedback2&userid=probstein123&ftab=AllFeedback&myworld=true&rt=nc&_trksid=p2545226.m2531.l4585"
"Apple iPad Mini (5th Generation) 64GB Gold Model A2133 BRAND NEW","https://www.ebay.com/itm/Apple-iPad-Mini-5th-Generation-64GB-Gold-Model-A2133-BRAND-NEW/373474107170?epid=13030600264&hash=item56f4ca9f22%3Ag%3AZ%7EsAAOSwfzJeNtQB&LH_Auction=1&LH_ItemCondition=1000","$610.00","Mar-3 20:00","43 bids","7 days","26 Feb 2021 at 11:22:03pm PST","9","Feedback score","http://feedback.ebay.com/ws/eBayISAPI.dll?ViewFeedback2&userid=probstein123&ftab=AllFeedback&myworld=true&rt=nc&_trksid=p2545226.m2531.l4585"
"Apple iPad Mini (5th Generation) 64GB Gold Model A2133 BRAND NEW","https://www.ebay.com/itm/Apple-iPad-Mini-5th-Generation-64GB-Gold-Model-A2133-BRAND-NEW/373474107170?epid=13030600264&hash=item56f4ca9f22%3Ag%3AZ%7EsAAOSwfzJeNtQB&LH_Auction=1&LH_ItemCondition=1000","$610.00","Mar-3 20:00","43 bids","7 days","26 Feb 2021 at 11:22:03pm PST","9","99.8% positive feedback",""
"Apple iPad Mini (5th Generation) 64GB, Wi-Fi, 7.9in - Space Gray","https://www.ebay.com/itm/Apple-iPad-Mini-5th-Generation-64GB-Wi-Fi-7-9in-Space-Gray/133676758651?epid=9030594179&hash=item1f1fc1767b%3Ag%3AEzgAAOSwc2NgOXnI&LH_Auction=1&LH_ItemCondition=1000","$344.00","Mar-3 14:45","2 bids","5 days","3 Mar 2021 at 2:35:22pm PST","2","User ID
artcomputer2011 (
Feedback score
769)",""
"Apple iPad Mini (5th Generation) 64GB, Wi-Fi, 7.9in - Space Gray","https://www.ebay.com/itm/Apple-iPad-Mini-5th-Generation-64GB-Wi-Fi-7-9in-Space-Gray/133676758651?epid=9030594179&hash=item1f1fc1767b%3Ag%3AEzgAAOSwc2NgOXnI&LH_Auction=1&LH_ItemCondition=1000","$344.00","Mar-3 14:45","2 bids","5 days","3 Mar 2021 at 2:35:22pm PST","2","User ID
artcomputer2011 (
Feedback score
769
)",""
"Apple iPad Mini (5th Generation) 64GB, Wi-Fi, 7.9in - Space Gray","https://www.ebay.com/itm/Apple-iPad-Mini-5th-Generation-64GB-Wi-Fi-7-9in-Space-Gray/133676758651?epid=9030594179&hash=item1f1fc1767b%3Ag%3AEzgAAOSwc2NgOXnI&LH_Auction=1&LH_ItemCondition=1000","$344.00","Mar-3 14:45","2 bids","5 days","3 Mar 2021 at 2:35:22pm PST","2","User ID
artcomputer2011","https://www.ebay.com/usr/artcomputer2011"
"Apple iPad Mini (5th Generation) 64GB, Wi-Fi, 7.9in - Space Gray","https://www.ebay.com/itm/Apple-iPad-Mini-5th-Generation-64GB-Wi-Fi-7-9in-Space-Gray/133676758651?epid=9030594179&hash=item1f1fc1767b%3Ag%3AEzgAAOSwc2NgOXnI&LH_Auction=1&LH_ItemCondition=1000","$344.00","Mar-3 14:45","2 bids","5 days","3 Mar 2021 at 2:35:22pm PST","2","User ID","https://www.ebay.com/usr/artcomputer2011"
"Apple iPad Mini (5th Generation) 64GB, Wi-Fi, 7.9in - Space Gray","https://www.ebay.com/itm/Apple-iPad-Mini-5th-Generation-64GB-Wi-Fi-7-9in-Space-Gray/133676758651?epid=9030594179&hash=item1f1fc1767b%3Ag%3AEzgAAOSwc2NgOXnI&LH_Auction=1&LH_ItemCondition=1000","$344.00","Mar-3 14:45","2 bids","5 days","3 Mar 2021 at 2:35:22pm PST","2","Feedback score
769","http://feedback.ebay.com/ws/eBayISAPI.dll?ViewFeedback2&userid=artcomputer2011&ftab=AllFeedback&myworld=true&rt=nc&_trksid=p2545226.m2531.l4585"
"Apple iPad Mini (5th Generation) 64GB, Wi-Fi, 7.9in - Space Gray","https://www.ebay.com/itm/Apple-iPad-Mini-5th-Generation-64GB-Wi-Fi-7-9in-Space-Gray/133676758651?epid=9030594179&hash=item1f1fc1767b%3Ag%3AEzgAAOSwc2NgOXnI&LH_Auction=1&LH_ItemCondition=1000","$344.00","Mar-3 14:45","2 bids","5 days","3 Mar 2021 at 2:35:22pm PST","2","Feedback score","http://feedback.ebay.com/ws/eBayISAPI.dll?ViewFeedback2&userid=artcomputer2011&ftab=AllFeedback&myworld=true&rt=nc&_trksid=p2545226.m2531.l4585"
"Apple iPad Mini (5th Generation) 64GB, Wi-Fi, 7.9in - Space Gray","https://www.ebay.com/itm/Apple-iPad-Mini-5th-Generation-64GB-Wi-Fi-7-9in-Space-Gray/133676758651?epid=9030594179&hash=item1f1fc1767b%3Ag%3AEzgAAOSwc2NgOXnI&LH_Auction=1&LH_ItemCondition=1000","$344.00","Mar-3 14:45","2 bids","5 days","3 Mar 2021 at 2:35:22pm PST","2","100% positive feedback",""
"Apple iPad Mini (5th Generation) 64GB, Wi-Fi, 7.9in - Silver","https://www.ebay.com/itm/Apple-iPad-Mini-5th-Generation-64GB-Wi-Fi-7-9in-Silver/164731836757?epid=2301649792&hash=item265ac85955%3Ag%3AlusAAOSwCGhgEKED&LH_Auction=1&LH_ItemCondition=1000","$360.00","Feb-28 20:15","1 bid","5 days","28 Feb 2021 at 8:15:55pm PST","1","User ID
randomthingz18465 (
Feedback score
157)",""
"Apple iPad Mini (5th Generation) 64GB, Wi-Fi, 7.9in - Silver","https://www.ebay.com/itm/Apple-iPad-Mini-5th-Generation-64GB-Wi-Fi-7-9in-Silver/164731836757?epid=2301649792&hash=item265ac85955%3Ag%3AlusAAOSwCGhgEKED&LH_Auction=1&LH_ItemCondition=1000","$360.00","Feb-28 20:15","1 bid","5 days","28 Feb 2021 at 8:15:55pm PST","1","User ID
randomthingz18465 (
Feedback score
157
)",""
"Apple iPad Mini (5th Generation) 64GB, Wi-Fi, 7.9in - Silver","https://www.ebay.com/itm/Apple-iPad-Mini-5th-Generation-64GB-Wi-Fi-7-9in-Silver/164731836757?epid=2301649792&hash=item265ac85955%3Ag%3AlusAAOSwCGhgEKED&LH_Auction=1&LH_ItemCondition=1000","$360.00","Feb-28 20:15","1 bid","5 days","28 Feb 2021 at 8:15:55pm PST","1","User ID
randomthingz18465","https://www.ebay.com/usr/randomthingz18465"
"Apple iPad Mini (5th Generation) 64GB, Wi-Fi, 7.9in - Silver","https://www.ebay.com/itm/Apple-iPad-Mini-5th-Generation-64GB-Wi-Fi-7-9in-Silver/164731836757?epid=2301649792&hash=item265ac85955%3Ag%3AlusAAOSwCGhgEKED&LH_Auction=1&LH_ItemCondition=1000","$360.00","Feb-28 20:15","1 bid","5 days","28 Feb 2021 at 8:15:55pm PST","1","User ID","https://www.ebay.com/usr/randomthingz18465"
